"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"SP3","SPECTUR LIMITED","2017-08-01","Technology Hardware & Equipment",7866591
"SPA","SPACETALK LTD","2001-07-17","Media & Entertainment",26461031
"SPK","SPARK NEW ZEALAND LIMITED","1991-08-22","Telecommunication Services",8234021660
"SPL","STARPHARMA HOLDINGS LIMITED","2000-09-28","Pharmaceuticals, Biotechnology & Life Sciences",621299380
"SPN","SPARC TECHNOLOGIES LIMITED","1986-07-03","Materials",19729780
"SPQ","SUPERIOR RESOURCES LIMITED","2007-11-12","Materials",16576029
"SPT","SPLITIT PAYMENTS LTD","2019-01-29","Software & Services",267925548
"SPZ","SMART PARKING LIMITED","2007-01-09","Technology Hardware & Equipment",68177645
"SRG","SRG GLOBAL LIMITED","2007-08-17","Capital Goods",209524315
"SRH","SAFEROADS HOLDINGS LIMITED","2005-12-15","Transportation",8241592
"SRI","SIPA RESOURCES LIMITED","1990-08-23","Materials",9694202
"SRJ","SRJ TECHNOLOGIES GROUP PLC","2020-09-18","Energy",29158765
"SRK","STRIKE RESOURCES LIMITED","2000-03-07","Materials",58050000
"SRL","SUNRISE ENERGY METALS LIMITED","2007-11-09","Commercial & Professional Services",184027614
"SRN","SUREFIRE RESOURCES NL","1999-06-11","Materials",17499367
"SRV","SERVCORP LIMITED","1999-12-06","Real Estate",327244461
"SRY","STORY-I LIMITED","2015-01-20","Retailing","N/A"
"SRZ","STELLAR RESOURCES LIMITED","2005-04-28","Materials",19891640
"SSG","SHAVER SHOP GROUP LIMITED","2016-07-01","Retailing",126880307
"SSL","SIETEL LIMITED","1974-01-01","Real Estate",64700430
"SSM","SERVICE STREAM LIMITED","2004-12-09","Capital Goods",352938194
"SSR","SSR MINING INC.","2020-09-17","Materials",4582428727
"SST","STEAMSHIPS TRADING COMPANY LIMITED","1962-06-30","Capital Goods",283725369
"ST1","SPIRIT TECHNOLOGY SOLUTIONS LTD","1999-10-22","Telecommunication Services",179380313
"STA","STRANDLINE RESOURCES LIMITED","2000-05-17","Materials",234398335
"STG","STRAKER TRANSLATIONS LIMITED","2018-10-22","Media & Entertainment",129347511
"STK","STRICKLAND METALS LIMITED","2006-04-06","Materials","N/A"
"STM","SUNSTONE METALS LTD","2007-03-22","Materials",30939827
"STN","SATURN METALS LIMITED","2018-03-09","Materials",49484384
"STO","SANTOS LIMITED","1954-10-01","Energy",15581333987
"STX","STRIKE ENERGY LIMITED","2004-08-05","Energy",715721343
"SUD","SUDA PHARMACEUTICALS LTD","2002-01-24","Pharmaceuticals, Biotechnology & Life Sciences",20002111
"SUH","SOUTHERN HEMISPHERE MINING LIMITED","2010-01-05","Materials",12221988
"SUL","SUPER RETAIL GROUP LIMITED","2004-07-06","Retailing",2935744500
"SUN","SUNCORP GROUP LIMITED","1988-07-07","Insurance",14471864094
"SUP","SUPERIOR LAKE RESOURCES LIMITED","2009-12-18","Materials",21457950
"SUV","SUVO STRATEGIC MINERALS LIMITED","2011-05-17","Materials",90753883
"SVH","SILVER HERITAGE GROUP LIMITED","2016-08-29","Consumer Services","N/A"
"SVL","SILVER MINES LIMITED","2007-01-19","Materials",317123488
"SVM","SOVEREIGN METALS LIMITED","2007-01-22","Materials",258175049
"SVS","SUNVEST CORPORATION LIMITED","1987-08-20","Not Applic",6079512
"SVW","SEVEN GROUP HOLDINGS LIMITED","2010-04-30","Capital Goods",7730185313
"SVY","STAVELY MINERALS LIMITED","2014-05-07","Materials",113518232
"SW1","SWIFT MEDIA LIMITED","1994-06-30","Media & Entertainment",10993979
"SWF","SELFWEALTH LIMITED","2017-11-23","Diversified Financials",97545012
"SWK","SWICK MINING SERVICES LTD","2006-11-01","Materials",57756828
"SWM","SEVEN WEST MEDIA LIMITED","1992-01-09","Media & Entertainment",692115466
"SWP","SWOOP HOLDINGS LIMITED","1988-10-06","Telecommunication Services",161114585
"SXE","SOUTHERN CROSS ELECTRICAL ENGINEERING LTD","2007-11-28","Capital Goods",140148308
"SXL","SOUTHERN CROSS MEDIA GROUP LIMITED","2005-11-17","Media & Entertainment",525785914
"SXY","SENEX ENERGY LIMITED","1984-08-15","Energy",661378954
"SYA","SAYONA MINING LIMITED","2004-03-30","Materials",318554960
"SYD","SYDNEY AIRPORT","2002-04-02","Transportation",15976305498
"SYR","SYRAH RESOURCES LIMITED","2007-09-11","Materials",500702530
"SYT","SYNTONIC LIMITED","2007-06-12","Software & Services","N/A"
"SZL","SEZZLE INC.","2019-07-30","Software & Services",1671542895
"T3D","333D LIMITED","2006-12-27","Commercial & Professional Services",2754311
"TAH","TABCORP HOLDINGS LIMITED","1994-08-15","Consumer Services",11685708287
"TAM","TANAMI GOLD NL","1986-12-11","Materials",77556405
"TAR","TARUGA MINERALS LIMITED","2012-02-07","Materials",24262872
"TAS","TASMAN RESOURCES LTD","2001-12-18","Materials",20134568
"TBA","TOMBOLA GOLD LTD","2012-05-03","Materials",21063240
"TBN","TAMBORAN RESOURCES LIMITED",,"Energy",0
"TBR","TRIBUNE RESOURCES LIMITED","1989-05-04","Materials",262340385
"TCF","360 CAPITAL ENHANCED INCOME FUND","2006-10-17","Not Applic",19659069
"TCL","TRANSURBAN GROUP","1996-03-14","Transportation",40633546212
"TCO","TRANSMETRO CORPORATION LIMITED","1987-09-17","Consumer Services",11241534
"TD1","TALI DIGITAL LIMITED","2004-09-23","Health Care Equipment & Services",27894713
"TDL","TBG DIAGNOSTICS LIMITED","1995-12-22","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"TDO","3D OIL LIMITED","2007-05-22","Energy",13259419
"TEG","TRIANGLE ENERGY (GLOBAL) LIMITED","2006-01-06","Energy",13656797
"TEK","THORNEY TECHNOLOGIES LTD","2005-05-10","Not Applic",155571035
"TEM","TEMPEST MINERALS LIMITED","2017-03-28","Materials",5164035
"TER","TERRACOM LIMITED","2010-07-22","Energy",79128801
"TES","TEST SECURITY",,"Class Pend",0
"TFL","TASFOODS LIMITED","1999-12-16","Food, Beverage & Tobacco",40468806
"TG1","TECHGEN METALS LTD","2021-04-07","Materials",10507290
"TGA","THORN GROUP LIMITED","2006-12-13","Retailing",75936202
"TGF","TRIBECA GLOBAL NATURAL RESOURCES LIMITED","2018-10-12","Not Applic",141450000
"TGG","TEMPLETON GLOBAL GROWTH FUND LIMITED","1987-05-28","Not Applic",300117047
"TGH","TERRAGEN HOLDINGS LIMITED","2019-12-11","Materials",49412801
"TGM","THETA GOLD MINES LIMITED","2011-04-07","Materials",100649133
"TGN","TUNGSTEN MINING NL","2012-12-17","Materials",102233855
"TGP","360 CAPITAL GROUP","2005-07-26","Real Estate",208193034
"TGR","TASSAL GROUP LIMITED","2003-11-12","Food, Beverage & Tobacco",753814608
"THR","THOR MINING PLC","2006-09-27","Materials",27637231
"TI1","TOMBADOR IRON LIMITED","2004-11-22","Real Estate",202954308
"TIA","TIAN AN AUSTRALIA LIMITED","1985-12-11","Real Estate",26848737
"TIE","TIETTO MINERALS LIMITED","2018-01-18","Materials",145979346
"TIG","TIGERS REALM COAL LIMITED","2011-08-29","Materials",117600321
"TIN","TNT MINES LIMITED","2017-11-03","Materials",17356176
"TIP","TEAMINVEST PRIVATE GROUP LIMITED","2019-05-24","Diversified Financials",69506914
"TKL","TRAKA RESOURCES LIMITED","2003-11-20","Materials",8609906
"TKM","TREK METALS LIMITED","2007-07-05","Materials",17540847
"TLG","TALGA GROUP LTD","2010-07-09","Materials",429070317
"TLM","TALISMAN MINING LIMITED","2005-11-25","Materials",39191961
"TLS","TELSTRA CORPORATION LIMITED.","1997-11-17","Telecommunication Services",43172671214
"TLT","TILT RENEWABLES LIMITED.","2016-10-28","Utilities",2788570742
"TLX","TELIX PHARMACEUTICALS LIMITED","2017-11-15","Pharmaceuticals, Biotechnology & Life Sciences",1584132287
"TMG","TRIGG MINING LTD.","2019-10-03","Materials",7920471
"TMGNA","TRIGG MINING LTD.","2019-10-03","Materials",7920471
"TMH","THE MARKET HERALD LIMITED","2016-09-15","Media & Entertainment",106267302
"TMK","TAMASKA OIL AND GAS LTD","2008-07-10","Energy",8460000
"TML","TIMAH RESOURCES LIMITED","2015-09-16","Utilities",5501657
"TMR","TEMPUS RESOURCES LTD","2018-08-15","Materials",18761476
"TMS","TENNANT MINERALS NL","2004-08-17","Materials",10703654
"TMT","TECHNOLOGY METALS AUSTRALIA LIMITED","2016-12-21","Materials",48056978
"TMX","TERRAIN MINERALS LIMITED","2006-03-23","Materials",7357610
"TMZ","THOMSON RESOURCES LIMITED","2010-12-17","Materials",57897189
"TNE","TECHNOLOGY ONE LIMITED","1999-12-08","Software & Services",2886358721
"TNG","TNG LIMITED","1971-02-18","Materials",82466805
"TNK","THINK CHILDCARE GROUP","2014-10-24","Consumer Services",198215578
"TNP","TRIPLE ENERGY LIMITED","2005-12-14","Energy","N/A"
"TNR","TORIAN RESOURCES LIMITED","1986-06-30","Materials",25212227
"TNT","TESSERENT LIMITED","2016-02-15","Software & Services",276384851
"TNY","TINYBEANS GROUP LTD","2017-04-21","Media & Entertainment",52770745
"TOE","TORO ENERGY LIMITED","2006-03-24","Energy",64908681
"TOM","TOMIZONE LIMITED","1974-01-01","Telecommunication Services","N/A"
"TON","TRITON MINERALS LTD","2009-08-14","Materials",40840850
"TOP","THORNEY OPPORTUNITIES LTD","2000-03-22","Not Applic",108047574
"TOR","TORQUE METALS LIMITED..",,"Materials",0
"TOT","360 CAPITAL REIT","2014-08-11","Diversified Financials",136024275
"TOU","TLOU ENERGY LIMITED","2013-04-09","Energy",24608161
"TPC","TPC CONSOLIDATED LIMITED","2007-07-16","Utilities",44933671
"TPD","TALON ENERGY LTD","2013-02-28","Energy",48024316
"TPG","TPG TELECOM LIMITED.","2020-06-30","Telecommunication Services",11100269764
"TPO","TIAN POH RESOURCES LIMITED","2014-11-11","Materials",17393077
"TPP","TEMPO AUSTRALIA LTD","1980-12-04","Commercial & Professional Services",24296579
"TPS","THREAT PROTECT AUSTRALIA LIMITED","1994-03-03","Commercial & Professional Services",6746776
"TPW","TEMPLE & WEBSTER GROUP LTD","2015-12-10","Retailing",1252710451
"TRA","TURNERS AUTOMOTIVE GROUP LIMITED","2017-07-28","Retailing",245297357
"TRJ","TRAJAN GROUP HOLDINGS LIMITED","2021-06-07","Pharmaceuticals, Biotechnology & Life Sciences",300562693
"TRL","TANGA RESOURCES LIMITED","2011-03-09","Materials",14432647
"TRM","TRUSCOTT MINING CORPORATION LIMITED","2007-04-18","Materials",4382129
"TRN","TORRENS MINING LIMITED","2021-01-07","Materials",31199207
"TRS","THE REJECT SHOP LIMITED","2004-06-01","Retailing",196359071
"TRT","TODD RIVER RESOURCES LIMITED","2017-04-06","Materials",36010636
"TRU","TRUSCREEN GROUP LIMITED","2021-01-06","Health Care Equipment & Services",23223440
"TRY","TROY RESOURCES LIMITED","1987-03-05","Materials",25757168
"TSC","TWENTY SEVEN CO. LIMITED","2006-10-18","Energy",10642758
"TSI","TOP SHELF INTERNATIONAL HOLDINGS LTD","2020-12-10","Food, Beverage & Tobacco",89234989
"TSL","TITANIUM SANDS LIMITED","1988-12-22","Materials","N/A"
"TSO","TESORO RESOURCES LIMITED","2004-01-28","Materials",72149692
"TTA","TTA HOLDINGS LIMITED","2006-02-16","Retailing",3298162
"TTB","TOTAL BRAIN LIMITED","2001-08-28","Health Care Equipment & Services",33574173
"TTI","TRAFFIC TECHNOLOGIES LTD.","1998-02-17","Transportation",19771212
"TTL","TRANSCENDENCE TECHNOLOGIES LIMITED","2003-03-21","Software & Services","N/A"
"TTM","TITAN MINERALS LIMITED","2006-11-15","Materials",110526886
"TTT","TITOMIC LIMITED","2017-09-21","Materials",75092338
"TUA","TUAS LIMITED","2020-06-30","Telecommunication Services",296901773
"TUL","TULLA RESOURCES PLC","2021-03-18","Materials",122473452
"TV2","TV2U INTERNATIONAL LIMITED","2007-06-07","Software & Services","N/A"
"TWD","TAMAWOOD LIMITED","2000-08-14","Consumer Durables & Apparel",100605469
"TWE","TREASURY WINE ESTATES LIMITED","2011-05-10","Food, Beverage & Tobacco",8568337849
"TWR","TOWER LIMITED","1999-09-28","Insurance",295153081
"TYM","TYMLEZ GROUP LIMITED","2018-12-13","Software & Services",8030764
"TYR","TYRO PAYMENTS LIMITED","2019-12-06","Software & Services",1918166445
"TYX","TYRANNA RESOURCES LIMITED","2007-07-11","Materials",7694164
"TZL","TZ LIMITED","1987-01-22","Technology Hardware & Equipment",19415984
"TZN","TERRAMIN AUSTRALIA LIMITED.","2003-12-23","Materials",65613444
"UBI","UNIVERSAL BIOSENSORS INC.","2006-12-13","Health Care Equipment & Services",142202803
"UBN","URBANISE.COM LIMITED","2014-09-22","Software & Services",88712634
"UCM","USCOM LIMITED","2003-12-10","Health Care Equipment & Services",21613850
"UCW","UCW LIMITED","2004-06-25","Consumer Services",18802312
"UMG","UNITED MALT GROUP LIMITED","2020-03-24","Food, Beverage & Tobacco",1331347151
"UNI","UNIVERSAL STORE HOLDINGS LIMITED","2020-11-16","Retailing",541649186
"UOS","UNITED OVERSEAS AUSTRALIA LIMITED","1988-02-17","Real Estate",1165045378
"URF","US MASTERS RESIDENTIAL PROPERTY FUND","2012-07-23","Real Estate",101509979
"URW","UNIBAIL-RODAMCO-WESTFIELD","2018-05-31","Real Estate",17453565486
"UUL","ULTIMA UNITED LIMITED","2007-06-01","Real Estate",25997750
"UUV","UUV AQUABOTIX LTD","2017-04-28","Capital Goods","N/A"
"UWL","UNITI GROUP LIMITED","2019-02-13","Telecommunication Services",2266401439
"VAL","VALOR RESOURCES LIMITED","1997-08-29","Materials",28938314
"VAN","VANGO MINING LIMITED","2005-03-08","Materials",72341084
"VAR","VARISCAN MINES LIMITED","1987-08-20","Materials",17890490
"VBC","VERBREC LIMITED","2007-12-11","Capital Goods",30337432
"VBS","VECTUS BIOSYSTEMS LIMITED","2016-02-23","Pharmaceuticals, Biotechnology & Life Sciences",38144750
"VCX","VICINITY CENTRES","2011-12-05","Real Estate",7647822601
"VEA","VIVA ENERGY GROUP LIMITED","2018-07-13","Energy",3183124521
"VEE","VEEM LTD","2016-10-26","Capital Goods",167700000
"VEN","VINTAGE ENERGY LTD","2018-09-17","Energy",38739574
"VG1","VGI PARTNERS GLOBAL INVESTMENTS LIMITED","2017-09-28","Not Applic",950522822
"VG8","VGI PARTNERS ASIAN INVESTMENTS LIMITED","2019-11-13","Not Applic",540967130
"VGI","VGI PARTNERS LIMITED","2019-06-21","Diversified Financials",474505088
"VGL","VISTA GROUP INTERNATIONAL LIMITED.","2014-08-11","Software & Services",501104438
"VHT","VOLPARA HEALTH TECHNOLOGIES LIMITED","2016-04-27","Health Care Equipment & Services",273933438
"VIA","VIAGOLD RARE EARTH RESOURCES HOLDINGS LIMITED","1996-02-07","Materials",6831617
"VIC","VICTORY MINES LIMITED","2012-10-09","Materials",13920632
"VIG","VICTOR GROUP HOLDINGS LIMITED","2014-05-09","Software & Services",17166800
"VII","VIETNAM INDUSTRIAL INVESTMENTS LIMITED","1995-09-18","Materials","N/A"
"VIP","VIP GLOVES LTD","1997-02-05","Health Care Equipment & Services",33792902
"VKA","VIKING MINES LIMITED","2010-05-12","Materials",27573978
"VLS","VITA LIFE SCIENCES LIMITED..","2007-08-23","Pharmaceuticals, Biotechnology & Life Sciences",59514125
"VMC","VENUS METALS CORPORATION LIMITED","2007-06-12","Materials",26438770
"VMG","VDM GROUP LIMITED","2006-02-15","Capital Goods",13855322
"VML","VITAL METALS LIMITED","2005-10-11","Materials",195248955
"VMS","VENTURE MINERALS LIMITED","2006-09-22","Materials",172793307
"VMT","VMOTO LIMITED","2002-01-31","Automobiles & Components",108618933
"VMX","VALMEC LIMITED","2005-01-13","Energy",39023797
"VMY","VIMY RESOURCES LIMITED","2008-05-23","Energy",118181713
"VN8","VONEX LIMITED..","2018-06-13","Telecommunication Services",28970021
"VOC","VOCUS GROUP LIMITED","1999-06-10","Telecommunication Services",3404256287
"VOL","VICTORY OFFICES LIMITED","2019-06-14","Real Estate",14724000
"VOR","VORTIV LIMITED","2001-08-08","Software & Services",6042548
"VPR","VOLT POWER GROUP LIMITED","1991-04-18","Utilities",18689067
"VR1","VECTION TECHNOLOGIES LTD","2017-03-17","Software & Services",54298637
"VR8","VANADIUM RESOURCES LIMITED","2017-11-03","Materials",22595982
"VRC","VOLT RESOURCES LIMITED","2003-12-19","Materials","N/A"
"VRS","VERIS LIMITED","2008-06-25","Commercial & Professional Services",35764887
"VRT","VIRTUS HEALTH LIMITED","2013-06-11","Health Care Equipment & Services",505652710
"VRX","VRX SILICA LIMITED","2011-02-24","Materials",124457348
"VTG","VITA GROUP LIMITED","2005-11-02","Retailing",157324230
"VTH","VITALHARVEST FREEHOLD TRUST","2018-08-01","Real Estate",243275000
"VTIDA","VISIONEERING TECHNOLOGIES, INC.","2017-03-28","Health Care Equipment & Services",0
"VUK","VIRGIN MONEY UK PLC","2016-02-03","Banks",5327338359
"VUL","VULCAN ENERGY RESOURCES LIMITED","2018-05-30","Materials",825167801
"VVA","VIVA LEISURE LIMITED","2019-06-07","Consumer Services",138915795
"VXR","VENTUREX RESOURCES LIMITED","2007-04-27","Materials",396394509
"VYS","VYSARN LIMITED","2007-12-14","Materials",34439072
"WAA","WAM ACTIVE LIMITED","2008-01-11","Not Applic",80490593
"WAF","WEST AFRICAN RESOURCES LIMITED","2010-06-11","Materials",843424955
"WAK","WA KAOLIN LIMITED","2020-11-26","Materials",59392596
"WAM","WAM CAPITAL LIMITED","1999-08-12","Not Applic",1949868611
"WAR","WAM STRATEGIC VALUE LIMITED",,"Class Pend",0
"WAT","WATERCO LIMITED","1989-03-23","Consumer Durables & Apparel",103574219
"WAX","WAM RESEARCH LIMITED","2003-08-19","Not Applic",331911576
"WBC","WESTPAC BANKING CORPORATION","1970-07-18","Banks",97621228011
"WBE","WHITEBARK ENERGY LTD","2004-03-10","Energy","N/A"
"WBT","WEEBIT NANO LTD","2010-12-21","Technology Hardware & Equipment",203527738
"WC8","WILDCAT RESOURCES LIMITED","2004-08-04","Materials",11546000
"WCG","WEBCENTRAL GROUP LIMITED.","1999-12-14","Software & Services",74575526
"WCN","WHITE CLIFF MINERALS LIMITED","2007-12-14","Materials",7240750
"WEB","WEBJET LIMITED","1997-11-19","Retailing",1969161069
"WEC","WHITE ENERGY COMPANY LIMITED","1999-07-23","Energy",96809840
"WEL","WINCHESTER ENERGY LTD","2014-09-23","Energy",15548510
"WES","WESFARMERS LIMITED","1984-11-15","Retailing",66579099010
"WFL","WELLFULLY LIMITED","2000-05-29","Pharmaceuticals, Biotechnology & Life Sciences",10281203
"WGB","WAM GLOBAL LIMITED","2018-06-22","Not Applic",607379542
"WGN","WAGNERS HOLDING COMPANY LIMITED","2017-12-08","Materials",393113463
"WGO","WARREGO ENERGY LIMITED","2007-12-12","Energy",254132897
"WGR","WESTERN GOLD RESOURCES LIMITED.",,"Materials",0
"WGX","WESTGOLD RESOURCES LIMITED.","2016-12-06","Materials",839233435
"WHA","WATTLE HEALTH AUSTRALIA LIMITED","2017-03-15","Food, Beverage & Tobacco","N/A"
"WHANC","WATTLE HEALTH AUSTRALIA LIMITED","2017-03-15","Food, Beverage & Tobacco","N/A"
"WHC","WHITEHAVEN COAL LIMITED","2007-06-01","Energy",1993003368
"WHF","WHITEFIELD LIMITED","1971-08-02","Not Applic",571750089
"WHK","WHITEHAWK LIMITED","2018-01-24","Retailing",36331927
"WIC","WESTOZ INVESTMENT COMPANY LIMITED","2009-09-16","Not Applic",153070470
"WJA","WAMEJA LIMITED","2000-09-08","Software & Services",169519093
"WKT","WALKABOUT RESOURCES LTD","2006-11-07","Materials",74321061
"WLD","WELLARD LIMITED","2015-12-10","Food, Beverage & Tobacco",31875019
"WLE","WAM LEADERS LIMITED","2016-05-30","Not Applic",1285628835
"WMA","WAM ALTERNATIVE ASSETS LIMITED","2014-06-16","Not Applic",191023867
"WMG","WESTERN MINES GROUP LTD",,"Class Pend",0
"WMI","WAM MICROCAP LIMITED","2017-06-28","Not Applic",391698437
"WML","WOOMERA MINING LIMITED","2005-09-15","Materials",9495165
"WMX","WILUNA MINING CORPORATION LIMITED","2006-09-28","Materials",145616203
"WNB","WELLNESS AND BEAUTY SOLUTIONS LIMITED","2016-01-14","Consumer Services","N/A"
"WNR","WINGARA AG LTD","1990-01-31","Food, Beverage & Tobacco",15933873
"WOA","WIDE OPEN AGRICULTURE LTD","2018-07-06","Food, Beverage & Tobacco",85564185
"WOO","WOOBOARD TECHNOLOGIES LIMITED","2015-07-09","Software & Services",11466488
"WOR","WORLEY LIMITED","2002-11-28","Energy",6327532371
"WOT","WOTSO PROPERTY","2011-10-28","Real Estate",234607193
"WOW","WOOLWORTHS GROUP LIMITED","1993-07-12","Food & Staples Retailing",54952732277
"WPL","WOODSIDE PETROLEUM LTD","1971-11-18","Energy",22489954539
"WPR","WAYPOINT REIT","2016-08-03","Real Estate",2119559608
"WQG","WCM GLOBAL GROWTH LIMITED","2017-06-23","Not Applic",277421406
"WRM","WHITE ROCK MINERALS LIMITED","2010-10-08","Materials",49240371
"WSA","WESTERN AREAS LIMITED","2000-07-28","Materials",759077846
"WSI","WESTSTAR INDUSTRIAL LIMITED","2006-06-07","Materials",13656672
"WSP","WHISPIR LIMITED","2019-06-19","Software & Services",320336894
"WSR","WESTAR RESOURCES LIMITED","2020-12-17","Materials",8064663
"WTC","WISETECH GLOBAL LIMITED","2016-04-11","Software & Services",10290012033
"WTL","WT FINANCIAL GROUP LIMITED","2015-03-09","Diversified Financials",10866174
"WWG","WISEWAY GROUP LIMITED","2018-10-31","Transportation",39550161
"WWI","WEST WITS MINING LIMITED","2007-12-19","Materials",110683456
"WZR","WISR LIMITED","1989-03-16","Diversified Financials",317613661
"XAM","XANADU MINES LTD","2010-12-21","Materials",47713475
"XF1","XREF LIMITED","2007-04-18","Software & Services",51046589
"XRF","XRF SCIENTIFIC LIMITED","2006-10-31","Capital Goods",57861270
"XRO","XERO LIMITED","2012-11-08","Software & Services",20565908214
"XST","XSTATE RESOURCES LIMITED","1988-01-14","Energy",10758350
"XTC","XANTIPPE RESOURCES LIMITED","2007-08-15","Materials",8149129
"XTE","XTEK LIMITED.","2005-09-15","Capital Goods",31966452
"YAL","YANCOAL AUSTRALIA LIMITED","2012-06-28","Energy",2667287663
"YBR","YELLOW BRICK ROAD HOLDINGS LIMITED","2008-01-31","Banks",29184980
"YFZ","YOUFOODZ HOLDINGS LIMITED","2020-12-08","Food, Beverage & Tobacco",57182674
"YOJ","YOJEE LIMITED","2010-12-02","Software & Services",150190008
"YOW","YOWIE GROUP LTD","1999-09-15","Food, Beverage & Tobacco",8961284
"YPB","YPB GROUP LTD","2005-03-07","Commercial & Professional Services",12479551
"YRL","YANDAL RESOURCES LIMITED","2018-12-14","Materials",47047332
"Z1P","ZIP CO LIMITED.","2009-12-09","Diversified Financials",4542054824
"ZAG","ZULEIKA GOLD LIMITED","2010-08-23","Materials",13122988
"ZBT","ZEBIT INC.","2020-10-26","Retailing",87969230
"ZEL","Z ENERGY LIMITED.","2013-08-19","Energy",1254349216
"ZEO","ZEOTECH LIMITED","2009-10-16","Materials",104014083
"ZER","ZETA RESOURCES LIMITED","2013-06-12","Not Applic",110329489
"ZERNB","ZETA RESOURCES LIMITED","2013-06-12","Not Applic",110329489
"ZEU","ZEUS RESOURCES LIMITED","2013-01-21","Energy",19264950
"ZGL","ZICOM GROUP LIMITED","1970-11-12","Capital Goods",13462728
"ZIM","ZIMPLATS HOLDINGS LIMITED","1998-10-15","Materials",2345424372
"ZLD","ZELIRA THERAPEUTICS LIMITED","2003-07-28","Pharmaceuticals, Biotechnology & Life Sciences",53564533
"ZMI","ZINC OF IRELAND NL","2007-09-18","Materials",7376541
"ZMM","ZIMI LIMITED","2007-09-10","Technology Hardware & Equipment",10857340
"ZNC","ZENITH MINERALS LIMITED","2007-05-29","Materials",70646407
"ZNO","ZOONO GROUP LIMITED","1988-07-21","Materials",108396887
